article_id,also_bought_id,co_count,cluster
0572797002,0706016001,198,3
0572797002,0579541001,197,3
0228257001,0706016001,196,3
0158340001,0372860002,195,3
0156231001,0759871002,195,3
0228257001,0372860002,161,3
0706016002,0706016001,3381,4
0706016001,0706016002,3381,4
0706016001,0706016003,2185,4
0706016003,0706016001,2185,4
0610776002,0610776001,2136,4
0610776001,0610776002,2136,4
0372860002,0372860001,2130,4
0372860001,0372860002,2130,4
0706016003,0706016002,1931,4
0706016002,0706016003,1931,4
0688537004,0684209004,1626,4
0684209004,0688537004,1626,4
0706016015,0706016001,1619,4
0706016001,0706016015,1619,4
0706016006,0706016002,1603,4
0706016002,0706016006,1603,4
0706016006,0706016001,1530,4
0706016001,0706016006,1530,4
0706016002,0706016015,1468,4
0706016015,0706016002,1468,4
0160442010,0160442007,1290,4
0160442007,0160442010,1290,4
0688537004,0590928001,1183,4
0590928001,0688537004,1183,4
0706016001,0399223001,1084,4
0399223001,0706016001,1084,4
0706016003,0706016015,1039,4
0706016015,0706016003,1039,4
0111586001,0158340001,1037,4
0158340001,0111586001,1037,4
0111593001,0111586001,978,4
0111586001,0111593001,978,4
0554450001,0706016001,925,4
0562245046,0562245001,889,4
0562245001,0562245046,889,4
0706016006,0706016003,878,4
0706016003,0706016006,878,4
0562245001,0562245018,849,4
0562245018,0562245001,849,4
0562245046,0706016001,822,4
0111593001,0158340001,813,4
0158340001,0111593001,813,4
0599580017,0684209004,802,4
0684209004,0599580017,802,4
0608776002,0372860001,793,4
0372860001,0608776002,793,4
0706016006,0706016015,766,4
0706016015,0706016006,766,4
0562245018,0562245046,763,4
0562245046,0562245018,763,4
0636323001,0399256001,721,4
0399256001,0636323001,721,4
0759871002,0706016001,718,4
0372860001,0706016001,695,4
0464297007,0372860001,692,4
0372860001,0464297007,692,4
0599580017,0590928001,666,4
0636323001,0706016001,666,4
0590928001,0599580017,666,4
0610776002,0706016001,663,4
0706016002,0399223001,629,4
0399223001,0706016002,629,4
0399256001,0399256005,626,4
0399256005,0399256001,626,4
0562245001,0706016001,621,4
0759871002,0706016002,609,4
0448509014,0706016001,592,4
0448509014,0706016002,589,4
0751471001,0783346001,584,4
0783346001,0751471001,584,4
0688537011,0688537004,566,4
0688537004,0688537011,566,4
0372860001,0706016002,539,4
0759871002,0372860001,524,4
0673396002,0706016001,510,4
0688537004,0599580017,501,4
0599580017,0688537004,501,4
0372860002,0706016001,500,4
0399256001,0706016001,499,4
0464297007,0706016001,497,4
0720125001,0706016001,493,4
0610776002,0706016002,492,4
0608776002,0372860002,487,4
0372860002,0608776002,487,4
0610776002,0372860001,485,4
0554450001,0706016002,484,4
0372860002,0464297007,466,4
0464297007,0372860002,466,4
0464297007,0759871002,443,4
0759871002,0464297007,443,4
0720125001,0372860001,442,4
0372860002,0706016002,440,4
0554450001,0562245046,436,4
0562245046,0554450001,436,4
0156231001,0372860001,428,4
0562245046,0706016002,425,4
0610776001,0706016001,421,4
0759871002,0372860002,419,4
0684209004,0590928001,415,4
0590928001,0684209004,415,4
0562245001,0554450001,414,4
0554450001,0562245001,414,4
0399223001,0636323001,413,4
0636323001,0399223001,413,4
0783346001,0573716012,412,4
0573716012,0783346001,412,4
0673396002,0706016002,408,4
0688537011,0684209004,396,4
0684209004,0688537011,396,4
0464297007,0706016002,393,4
0673396002,0759871002,393,4
0717490008,0706016001,389,4
0399223001,0372860001,388,4
0562245001,0706016002,387,4
0399256001,0399223001,387,4
0399223001,0399256001,387,4
0673677002,0706016001,384,4
0351484002,0688537004,380,4
0688537004,0351484002,380,4
0448509014,0759871002,379,4
0160442007,0372860001,379,4
0399256001,0562245046,378,4
0673677002,0372860001,376,4
0610776002,0717490008,374,4
0717490008,0610776002,374,4
0599580017,0351484002,370,4
0351484002,0599580017,370,4
0720125001,0484398001,368,4
0484398001,0720125001,368,4
0351484002,0590928001,368,4
0590928001,0351484002,368,4
0636323001,0706016002,359,4
0673396002,0372860001,356,4
0111586001,0228257001,355,4
0228257001,0111586001,355,4
0706016003,0399223001,349,4
0751471001,0706016001,349,4
0720125001,0706016002,346,4
0562245018,0706016001,343,4
0720125001,0759871002,342,4
0610776001,0706016002,338,4
0741356002,0706016001,336,4
0678942001,0579541001,332,4
0579541001,0678942001,332,4
0554450001,0706016003,331,4
0568601006,0507909001,331,4
0507909001,0568601006,331,4
0751471001,0573716012,326,4
0573716012,0751471001,326,4
0678942001,0673677002,325,4
0673677002,0678942001,325,4
0568601006,0751471001,324,4
0751471001,0568601006,324,4
0610776001,0372860001,320,4
0706016006,0399223001,319,4
0741356002,0706016002,317,4
0673677002,0759871002,317,4
0608776002,0160442007,316,4
0160442007,0608776002,316,4
0158340001,0372860001,315,4
0573716012,0562245001,315,4
0706016015,0399223001,314,4
0717490008,0706016002,313,4
0228257001,0156231001,311,4
0156231001,0228257001,311,4
0673396002,0372860002,311,4
0448509014,0706016003,309,4
0673677002,0751471001,306,4
0751471001,0673677002,306,4
0568601006,0706016001,305,4
0156231001,0372860002,301,4
0608776002,0464297007,301,4
0610776001,0372860002,297,4
0590928001,0706016001,293,4
0568601006,0372860001,293,4
0579541001,0610776002,291,4
0599580017,0706016001,289,4
0579541001,0673677002,288,4
0111586001,0156231001,288,4
0156231001,0111586001,288,4
0160442010,0372860002,287,4
0111593001,0372860001,286,4
0684209004,0759871002,285,4
0562245018,0706016002,284,4
0228257001,0158340001,282,4
0158340001,0228257001,282,4
0111586001,0372860001,280,4
0573716012,0706016001,274,4
0741356002,0759871002,273,4
0565379001,0372860001,273,4
0351484002,0372860001,268,4
0783346001,0706016001,266,4
0228257001,0111593001,266,4
0111593001,0228257001,266,4
0351484002,0464297007,266,4
0156231001,0464297007,266,4
0484398001,0706016001,265,4
0562245018,0399256001,262,4
0688537011,0599580017,258,4
0579541001,0372860001,257,4
0688537011,0590928001,255,4
0228257001,0372860001,254,4
0399256005,0636323001,249,4
0636323001,0399256005,249,4
0573716012,0562245046,249,4
0568601006,0573716012,248,4
0608776002,0673677002,246,4
0160442010,0372860001,245,4
0160442007,0464297007,244,4
0565379001,0610776002,244,4
0158340001,0156231001,239,4
0717490008,0610776001,237,4
0717490008,0372860001,236,4
0783346001,0610776002,236,4
0678942001,0610776002,234,4
0448509014,0706016015,232,4
0484398001,0372860001,231,4
0749699002,0706016001,231,4
0507909001,0706016001,231,4
0688537011,0351484002,230,4
0484398001,0759871002,229,4
0160442010,0608776002,223,4
0749699002,0610776002,222,4
0741356002,0464297007,219,4
0783346001,0562245046,216,4
0579541001,0399256001,213,4
0572797001,0610776002,212,4
0111593001,0372860002,207,4
0678942001,0751471001,207,4
0741356002,0610776002,203,4
0484398001,0464297007,202,4
0678942001,0372860001,201,4
0507909001,0673677002,200,4
0749699002,0610776001,197,4
0399256005,0706016002,192,4
0507909001,0372860001,188,4
0399256005,0673677002,187,4
0399256005,0706016001,186,4
0160442010,0464297007,186,4
0507909001,0372860002,185,4
0749699002,0372860001,182,4
0749699002,0464297007,180,4
0160442007,0372860002,178,4
0572797001,0565379001,172,4
0572797001,0372860001,172,4
0565379001,0608776002,172,4
0565379001,0572797001,172,4
0572797001,0706016001,171,4
0572797001,0579541001,163,4
0565379001,0464297007,150,4
